text,label,exp_split
women are stupid and dumb and man is smart and rape is ok,1,train
bitch do you think those women are stupid do not even try to kiss and lick their ass the,1,train
white women are stupid,1,train
she is an uppity racist bitch and those women are stupid for being there and giving her the time of day,1,train
sometimes women are stupid too majority of white women voted for a sexist misogynist pig,1,train
oh but they do then they go around and bitch how all women are stupid golddiggers because they went to,1,train
foster mum saying european women are stupid alcoholics is the basic attitude of her culture is numerous rape gangs,1,train
to accept this notion proves women are stupid,1,train
women are stupid they get cheated on and approach and fight the side chic bitch who cheated on you who stupidity is unbelievable,1,train
sucking my own dick cause women are stupid,1,train
you know your women are stupid just like you are bitch please did i fuck you what importance do you have in my life are you retarded 😏 🌹,1,train
so a woman should not be questioned if you does a bobbitt on him in his sleep women are stupid to let any man bea,1,train
reason why some women are stupid af,1,train
she just keeps digging that women are stupid if they did not vote for me hole deeper and deeper,1,train
because some women are stupid,1,train
rt because some women are stupid,1,train
she clearly thinks women are stupid bitch needs to take a seat,1,train
rt she clearly thinks women are stupid bitch needs to take a seat,1,train
rt i personally think that men who beat women are cowards and men who rape women are stupid and full of scum both were not rai,1,train
i called my ex wife a cunt all the time she acted like i just called her a dork or something white women are stupid,1,train
@realdonaldtrump this ugly bitch has a mistress women are stupid,1,train
your lady probably is a bitch though most women are bitches and whores a woman who wants you to f,1,train
women are bitches time this bitch in bal asked me to fill in on higher bracket tennis league i did won but had not registered,1,train
any woman that likes me is a bitch all women are bitches,1,train
since you have completely proven you are a complete bitch then you are just a complete bitch forever and if you are all women are bitches,1,train
lmao as if this cunt gives a fuck about women with anxiety,0,train
you guys nailed it i have had seperate fits of hysterical laughter and i did not even make it to the school yet,0,train
you seem hysterical screaming is not gon na make the trump collusion with russia less true no matter the size of the font,0,train
if you need a laugh or if you have zerohd you will get that in a sec these are hysterical,0,train
you are a hysterical moron sevenlseventutdwh,0,train
lolol that is so not right hysterical talent bites in the end does not it thanks for being you though,0,train
does nt make you better than anybody else its about what you do and that a silly title based on gpa is ridiculous and absolutely hysterical,0,train
you lost me to hysterical laughter at hotdogs on legs 😂 😂 😂 😂,0,train
you seem a little shrill and hysterical tonight junior are you getting scared mueller is coming,0,train
noely i see you have become hysterical since i last saw you do not blam you one bit you are in qld right,0,train
@realdonaldtrump hahahahahahaha your hysterical like you know shit teump has,0,train
congratulations jo you are the most hysterical person i have ever encountered on social,0,train
@foxnews that is hysterical though you did not mean it to be,0,train
absolutely shameful month sentence woman jailed for false rape allegation against police officer,0,train
i do not know one woman who has not experienced harassment the gamut from demeaning comments all the way to rape women who roar metoo,0,train
male logic is a woman should get life for accusing a man of rape but an actual rapist should not,0,train
if any woman is a victim of sexual assault i pray you read the metoo timeline having an ex who was a victim of rape tell me she was and,0,train
doing an even bigger eyeroll at the famous tw tweeting their sick little pornified rape fantasies we see you dude no woman says that,0,train
brilliant stone a woman after rape there is no scandal,0,train
world food day thank you for celebrating sri foodnaath day please take action against that woman for refusing rape,0,train
even if a woman goes to a nude beach does nt warrant sexual abuse assault or rape stop victim shameing metoo,0,train
this is what is so worrying at one end asking a woman out for coffee on the other rape it misses what actually,0,train
nigeria news family of nine iraqi asylum seekers gang rape drunk woman,0,train
things got heated breaking woman sets pedophile muslim man on fire after catching him rape yr old daughter,0,train
says the woman who supports rape,0,train
also just because a woman has been drinking is not a invitation to rape metoo,0,train
says the woman who votes for rape enabling criminal and supports killing babies,0,train
see you are doing it again no woman who is criticizing mcgowan is saying or thinks jokes about rape are ok,0,train
i can not imagine any woman who does not have a sexual assualt or rape or both even more than once sad,0,train
tunisians try to rape lampedusa woman news show technology sport economy cinema football world,0,train
the as currently constituted is merely a cunt hole there is a lot of scum in there just bolted out of the mire,0,train
you fucking cunt you wanna fuck me duck hole cack lord bafaf excuease me i wang to flout ur hbox please suck me dadd top gay,0,train
giving you a sneak peak of her hot little cunt hole onem,0,train
lool i can not believe ben wotts aka dick head fuck boy send me a pic of his hairy ass hole n asked me to peg him weird cunt 🤣 🤣 🤣,0,train
k i come on to twitter to make fun of you but i do nt fucking need to bc you do it yourself fuck off cunt hole,0,train
also cunt hole is redundant,0,train
getting my monster prolapsed cunt totally fucking destroyed by the one and only versffla ❤ ️ my hole is so fucked up,0,train
fyi mariah rhymes with pariah which in german rhymes with washed up has been cunt hole twogr,0,train
johnny castle loves always wet warm fuck hole of rilynn rae with tiny bottom and trimmed cunt,0,train
ole fat neck ass nigha release the motherfucking song i have had it with you cunt holes,0,train
xd tight hole lost kids ok cunt penetrate,0,train
fat cunt most likely made the hole lmao,0,train
love seeing how girls publicly compliment each other oh wow stunnerz bae and in the same breath send private texts to their friends saying the same person is an insta whore attention whore d craving attention seeking skank with dumb shoes hilarious more than two faces,1,train
so this does nt matter as long as hysterical women do nt interrupt the important white mens business matters,0,train
poor little sjwsnowflake so confused and fragile you hysterical leftists have not resisted anything your winter will never come,0,train
why would you play with my pure heart you fucking hoe bitch,1,train
really do tell hysterical strange tweet you got there hysterical is supporting pos,0,train
ugly skank bitch,1,train
then stop saying it christina fucking pussy stfu stop jocking her she do nt be worried bout you you acting like flight,1,train
honestly a bitch did nt deserve shit this whole year or whole fuckin life so why q bitch always complaining ugh fucking hoe,1,train
brutal shaming tad hysterical do not you think,0,train
@anncoulter you would be the one to know about hysterical woman though you have cornered the deceptive category,1,train
bitch be starting lmao sis do what you preach speak for your fucking self you fucking cunt,1,train
cube is over party hyuna made people pay attention to her message and even when the entire public was against her she never changed who she was and what she stood for no matter how often she was slut shamed she is that fucking bitch she will always be that bitch,0,train
@flotus i did not hear you saying anything when you husband was talking about grabbing women by the pussy that is ok tho go play in the garden in your stilettos and stfu,1,train
not having merrick garland as scotus is absurd but i m just a hysterical woman right asshole,0,train
now people want to attack eminem because he s older and they think he s garbage people have the balls to talk shit now because they think revival is weak and whack but boyy why did nt you pussy fucks respond back then scared to get bodied does nt matter you still are,1,train
i could not care less what the porn model skank thinks,1,train
hey immigrant skank ass ho look there is an older fatter less hair dude and he has fivex the that your pathetic immature hubbie has go on git,1,train
right on the money as always maga ann coulter booker and harris competing for most hysterical woman,1,train
to everyone saying hyuna ruined edawn and pentagon needs to shut the fuck up she did nt ruin it y all who complained and sent hate to her did because of y all sensitive and jealous asses this is what we actual fans get,0,train
suck a dick and choke you bitch,1,train
no they do not get it we are a bunch of hysterical women as they put it,1,train
first i m a smack that ass then eat that pussy from the back then wrap your hair around my hand while i choke you and slide in slow and long strokes tease you then start pounding that pussy,1,train
stfu you taking all this shit and i still make more money than you do you broken depression pussy ass bitch,1,train
is like a hysterical woman trying to out scream i became a conservative years ago when the democrats treated clarence thomas in such a despicable manner hope the public is watching this repeat,0,train
stupid dumb bitch i hate stupid dumb bitches like stfu you dumb ass hoe i m so angry that you re dumb and stupid you make no sense look at you talk out of your mouth lmaoo bitch you mad ignorant be quiet bc you embarass yourself sorry you re right i am less intelligent,1,train
i hate bitches that are always mad at the world for no reason like bitch stfu and be happy hoe,1,train
what a liar get the story i paid him zerok after the fact because he attacked me what a skank and so is every woman who looks the other way on this story because of the greater good,1,train
stupid fucking cunt ass cunt bitch did nt stop at her stop sign and totaled my fucking car that i use to make fucking money oh my fucking god you stupid fucking bitch,1,train
oh calm down you hysterical woman,1,train
he growled as he looked up at her ohohohoh she was going to get it when he returned to normal you fucking bitch you slimy fucking whore i will fucking remember this you stupid bitch he said through clenched teeth as some blood dripped down from his mouth,0,train
@anncoulter that s a real low blow to hysterical women,1,train
love on my new ones and the remix been wiked in all fairness how can you not skank to these @dom,0,train
@realdonaldtrump fuck you pussy,0,train
i m single its staying that way for a long time because i hate all you pussy niggas,1,train
bitch you should nt be putting it out there cunt nugget,1,train
@anncoulter i m not sure you should be calling anyone a hysterical woman,0,train
i thought you were leaving the country you washed up skank ass,0,train
i do nt have ovaries or a vagina and i refuse to put women in jeopardy because they do pro choice is nt pro abortion its womens right to choose if you ca nt get pregnant from rape stfu,1,train
lmaoo you pussy what those emojis mean,1,train
you gon na shut the fuck up pussy,1,train
instead of telling young women to dress appropriately teach young men to not rape that no means no and to love accordingly metoo,0,train
the pain of a woman being targeted as a purely pleasure object goes beyond the physical its a rape of the soul metoo,0,train
hysterical women in the us senate,1,train
shut the fuck up brandon you never cared about his superman you and a bunch of your buddies are the reason his character was butchered in jl since y all wanted more fun and smiles stop with this fake caring act for clout,0,train
you are legit an asshole man or woman act your fucking age show respect for others have decency to talk about things as an adult that you supposedly are do nt be a fucking cunt about things especially if you re in the wrong,0,train
every fine fucking bitch i see is my ex hoe,1,train
first goes to bitch ass janelle fuck you messy mf ass bitch i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari like it legit made her pussy wet to go and talk shit abt me so fuck you ill come beat ur ass that s why you stole a listers,1,train
how is it that no law enforcement entity finds it odd that you can leave the wh dead broke and then buy your skank daughter a million apartment and pay for a million wedding have the clintons ever gone back to haiti maga tc ot,1,train
you know what s insane dana is how the nra continues to get away with fucking murdering children in country why do nt you shut the fuck up greedy skank,1,train
hard to figure which was the more hysterical woman cory booker or kamala harris,1,train
so women should be seen and not heard stay in the kitchen and cook dinner while pregnant scotus kavanaugh,0,train
bitch stfu stop acting like a fucking cunt,1,train
when a woman says she s a fan of a certain sport or team you berate quiz her incessantly on players stats just to make her feel stupid and basically to prove her wrong you re a fuckin ass hole women are allowed to enjoy sports without knowin all the specifics fuck off,0,train
bitch i m a wear an anklet bc its cute af lmao stfu,0,train
i stand with the victims of sexual harassment or rape no matter if they are a woman or a man a rape is a rape what,0,train
i did nt see any hysterical women did you how mysoginist of her,0,train
bitch if you do nt shut the fuck up and stop acting like the us is nt responsible for the repressive and brutal society that became afghanistan there s pics of my gma in miniskirts in the zeros in iran another country destabilized and vilified to drive american profit,1,train
long rape scene even though there was no sex scene in the movie and the woman agreed to a rape fantasy then stopped it lol,0,train
stfu you lie out the gate lol tf you except you want pussy out the gate,1,train
says the supporter of a woman @hillaryclinton that literally protected threw every woman under the bus that accused her president husband of rape affairs etc pleease stfu or educate yourself,1,train
shut the fuck up you pussy,1,train
lovely that apparently twitter has a problem with the word cunt or they just did not appreciate real islamic information murder and rape,0,train
gelinzon sandwich maker sweeps from the kitchen authority enter today,0,train
should our country be run by a couple hysterical women,1,train
what is your racist skank of a wife up to now,1,train
on women is no suprise i hope interest on the show will lead someone to make her page and show her amazing work in trauma for rape victims,0,train
leaving a pot on the stove can burn more than just your dinner always stay in the kitchen while cooking more tips here,0,train
which one comic creator would you most like to meet and why bobby i would like to meet the comic legend frank miller so he can give me a refund for xerxes the skank original speaks about his comic work diversity comics comicbooks satire author funny,0,train
"""""""""""""",0,train
goddamn fucking bitch shut your fucking flap cunt downplaying as if you got game political power killing all us presidents w my civil rights violators bribed in part onest family children to run w criminals or both monopolize conspirat,1,train
cheap woman expensive woman black woman white woman colored woman short woman tall woman short woman slut whore boss lady you got woman pretty woman thick woman thin woman etc give them names but they still women n women are one of god is greatest creation,0,train
if you ever say women get hysterical over this issue again i am gon na drive down there spit right in your face our lives our health our ability to make so many life choices andor being able to afford any of them aare on the line here help us or stfu,0,train
@realdonaldtrump such a skank you have to play on this get a life lol,1,train
i m not gon na sit back and let you categorize all white men are targeting blacks people wtf are you even talking about my best friend since middle school is black half of all my friends are black this cop who gave me a warning yesterday is black stfu with that racist mindset,0,train
free brutal pickups videos youporn stripper skank com porn pics sdms free brutal pickup girl com free porn lindsey russian mypickupgirls my sisters upskyrt streetpickupstube brutalpickups,0,train
you are fucking hysterical i do not know if i have ever been in a ts channel with you where i was laughing my ass off,0,train
@realdonaldtrump grab them by the pussy rosie is fat and ugly i like people who were not captured you demean and belittle and still got elected shut the fuck up,0,train
weinstein must be your daddy you fat slob both of you are ugly af and i guess need to rape women to get,0,train
the clean version dubs out the line isuch a fucking hoe for isuch a filthy whore which i swear god is actually more offensive,0,train
oh dear because you do not agree with him you describe him as hysterical btw fourm did not vote leave,0,train
yeah tell them they are a fucking fool for believing istatistics that say of women fantasize about rape,0,train
and you are a hysterical cunt,0,train
this is what infuriates me kangaroos are hopping around like they re so bad ass and all the while they are complete vulnerable to attacks from above jump out of a tree choke hold body scissors and its over night night bouncer dog thing,0,train
how fucking dare you look at her while calling him his spiritual son you cunt fucking bitch,1,train
@anncoulter that is rich coming from the hysterical woman who did not get the right seat on an airplane,1,train
important appeal from gm police for information re attempted rape of young woman at green lane patricroft at fourgartb,0,train
shut the fuck up jonghyun died as a decent person who made a lot for the music industry not as a women abuser bitch,0,train
woman who accused nelly of rape wants to drop the case will not testify the woman who accused rapper nelly of sex,0,train
i bet her parents do nt claim her either this skank blames her miserable existence on immigrants and poc when as an attractive white young woman she has the privilege to do anything more trump trash,1,train
i have a script about a woman overcoming rape i think you would be perfect for it,0,train
shut up mickey you pussy little bitch first of the year first of many mickey has lo wt,0,train
people in eu the us do nt seem twounderstand that the muslim refugees coming from the middle east r very poor uneducated have no respect for women children or animals they do what was ok in their country ie rape women children animals they r incompatible w west culture,1,train
do you get up off the couch and stand for the anthem when you re at home then shut the fuck up,0,train
yes i have a job and i am pretty damn sure you do nt make remotely close to what i make a week working hours than what you make working hours so shut the fuck up i clearly said on the thread i had time yesterday whore,1,train
no room for full explanation here but regarding the hysterical women at the kavanaugh hearing the word hysteria is from a greek word meaning wandering and disconnected uterus there you have it,1,train
@realdonaldtrump you re only tough because this is twitter in reality you re a pussy ass bitch stfu snowflake maga,0,train
y' all trump supporters are always so hysterical about y' all is dumbass army where are you now hm,0,train
you re not going to die so shut the fuck up moaning and get in with it,1,train
did you fight for women ever did you fight against the aeso in our recession did you acknowledge sustainability in the context of our energy industry ever shut your stupid fucking cunt mouth,1,train
fuck you pussy suckin bitch,1,train
you do not have to be a skank anymore he the skunk done you wrong someone standing up and exposing your philandering immoral husband is a hero,1,train
agreed i think cory is the most hysterical woman there am i wrong,0,train
stfu bitch nigga who told you to talk hoe,1,train
@anncoulter the queen of hysterical women tweets bitterly terrified of losing her crown,1,train
and ya know what that is why they abuse and rape their women because they are such assholes that any,0,train
because nobody wants to watch a nasty skank bitch run her mouth,1,train
i recently read a book with a passage between a woman and a powerful man i had to ask author if it was rape or nah that is how blurry it is,0,train
hating men is an important part of feminism why ca nt these men serving brats just shut the fuck up,1,train
i get a high off of how miserable your life is because you truest deserve it and it is hysterical 😂 😂,0,train
those pics look like they re from someone mocking the kind of people who would disrupt hearings like if snl was fair and made fun of these people the exaggerated version of a hysterical woman disrupting,1,train
@anncoulter you re asking about the most hysterical woman between you and donald trump i now definitively know the definition of projection,1,train
@anncoulter grant you the first point but it was a joke more than an insult about the second point though calling an hysterical person hysterical does not set anyone back there are hysterical women and men bitches and douchebags ass,0,train
still baffles me that baylor is football team can rape women w literally everyone knowing including the police and nothing is done abt it,0,train
urgent pls share this man is trying to rape women he sees walking towards manhattan on the washington bridge if yo can identify him please call,0,train
your skank ass disgusts me so much,1,train
you are such a fucking hoe i love it that new kanye and lil pump i stan kings that make women feel comfortable about their sexuality,0,train
stfu bitch you sound like a whole ass pussy bro no one cares,1,train
bitch stfu you was just talking shit about her stop tryna get clout fat neck hoe,1,train
bitch stfu i did nt asked you something dumbass hoe and obsessed shut you dirty ass cause we all know esme was so obsessed with me that she keeped subtweeting about me lool,1,train
if you support someone who bragged about grabbing women by the pussy and being able to shoot someone in the middle of fiveth avenue without losing a vote you can kindly stfu about uplifting discourse,0,train
have you ever felt like crying when you saw a woman who is a victim of rape metoo,0,train
michelle obama is a woman that every woman should aspire to be where flotus is a skank that no one wants to be,1,train
there s this dude on my fb who s dumb patriotic is anti kaepernick saying troops like him make the real ultimate sacrifice yadayada i m just like dude you re fucking national guard you re not even real army bc you re too pussy to be active duty you re not sacrificing shit stfu,0,train
@anncoulter ann i thought most hysterical woman was engraved on the participation trophy they gave you at the gop convention bless your heart,1,train
for you cuz no one else cares when i post it but i am pretty sure you like it get your skank on,0,train
you are a pussy stand up or shut up put you re head above the parapet make a stance or keep taking the mp wage stfu x,1,train
i was referring to the fact i stated women rape men but you could not handle me stating so,0,train
ofcourse she does not a woman who can laugh at a teen rape victim can not not have any values in my eyes she can go,0,train
ladies do not be ashamed for having lustful needs you want dick book a dick appointment want pussy go and eat pussy why women need to feel shameful for fucking guys but praise men for fucking girls,0,train
why do y' all blame the woman for what she wears when it comes to rape that shit is wrong,0,train
this just in many are saying trump now at in the polls yuge deal that i can tell you witch hunt over trump innocent crooked hillary voted ugliest skank of the decade bigly trump steaks melt in your mouth like i did stormy i m,1,train
sugar you should have witnessed a true jason classic last night cherry falls i was hysterical,0,train
man taylor tweeted this cause i ai nt stay in the kitchen w her why she cooked dinner lmfao,0,train
wow stupid is as stupidity does these stupid women are stupid yet if they are doing this for trump i hope he is paying them per month to talk rape and act a fool for him idiots yea you two,1,train
can you please stfu and stop lecturing your colleagues you sound like someone doing a fake lady plantation owner accent pussy,0,train
muslim accused of rape said allah is going to get you a muslim man accused of raping a woman also allegedly told,0,train
oh my god y all non fans are so annoying let universes and pentagon grieve let us take all this in first just let us fucking be and leave us the fuck alone we do nt need your fucking opinion on the matter i m so fucking done with y all for fucks sake just shut the fuck up,0,train
acg is hysterical how do you isuspend the govt who decides the mob the bbc or a specially convened conferenc,0,train
good morning maam is your afsc twot i noticed the parcel in the pic and was wondering i m shipping to bmt real soon and would like to ask you a few questions if it is,0,train
to the guys that loved me made a relationship with cheated on me made false promises go fuck yourself and i hope the next girl you end up with is a ugly ass mother fucking cunt whore who dicks around and goes fucking psycho on your ass because karma is a bitch,1,train
you always have my dick once you start using mine and you will never feel you pussy is empty and once your pussy starts tasting my dick it will not accept other dick it will die to have mine all the time fuck you baby,1,train
mummy no bitch you ll call me daddy as you choke on my big dick you ll call me daddy when i bend you over and strech that cunt wide split you in two daddy knows best,1,train
hysterical woman tweeting again,0,train
stfu nigga you a fake stealing peoples name for clout how do you feel goofy bitch go ahead and block me pussy you will have more comments coming,1,train
everyone wants to put women who make false accusations of rape in prison for life but do not even fight to put actual rapists in jail,0,train
always believe women alleging rape cough unless the perp is someone we like then forget it cough,0,train
another woman has come forward with a very detailed rape allegation against eightb,0,train
indeed a woman who was raped and who was distraught that a man made a joke about that rape,0,train
bitch stfu ian connor ai nt a fucking artist the life of one but he ai nt a artist know shit before you speak,1,train
damm baby girl you got a nice pussy right there and be sites you pussy look morh bigger than my girl pussy,1,train
@anncoulter i thought you already had the title oh wait you said most hysterical woman,0,train
are you fucking kidding me james corden making jokes about women being molested and raped this is rape culture,0,train
@anncoulter hysterical woman does in both cases i do not think booker would mind given his proclivity for deliberate histrionics,1,train
bitch stfu y all call angela an ice queen but then say oh sure angelas the mean one you can say this shit and still recognize angela being a whole bitch,1,train
exactly those women embrace thier sexuality and feminism that does not mean that it leads to rape,0,train
perhaps ann meant to tweat that she wished she herself had been present to compete for the most hysterical woman regarding kavanaugh as harris booker is questions revealed i felt that he was less than decisive forthright with his answers country over party americans unite,1,train
wtf is that skank bitch kate here i do not want her on my tv,1,train
why would you do this to my young fairly innocent heart you fucking hoe bitch,1,train
please men do not wink at women in the workplace do not harass catcall grope rape either,0,train
i do not know anything about that man but i know no woman is obligated to accept his apology for a rape joke cry about it,0,train
sexual harassment sexual assult rape are not never ok as a man i stand with every single woman who s been through this ✊ respect metoo,0,train
my bitch cunt supervisor can never keep my name outta her mouth,1,train
its a bitch who better get her some business forreal how the fuck you gone feel entitled to somebody bitch you got blackballed you gone stay blackballed i have not saving no hoe you is not apart of my spurs dreams the woman you see on my page had on the san antonio spurs warm up jacket,1,train
sounds like are still competing for most hysterical woman at the hearings pathetic we the people do nt pay you to clutch pearls or perform one act plays get your sh t together confirm judge kavanaugh confirm kavanaugh now walkaway,1,train
how many more women fbi isir have to report rape by harvey weinstein before you arrest him women are not enough for you,0,train
you look like a straight pee on stfu pussy ass nigga,0,train
i m such a fucking cunt bitch and i do nt even mean to be goddammit,0,train
yo its not only about nazis on twitter search for comfort women or rape of nanking plenty of jap right wi,0,train
i m so sick of this hoe speaking on me bitch you do nt know shit stfu,1,train
@anncoulter ann including sen cory booker as part of your most hysterical woman come on now you cn do better than that this is so beneath your intellectual acumen and although i disagree with most of what you say come up with something more original or creative in the future,1,train
hysterical woman you do not speak for me or other women in my household,1,train
disespect not the biggest problem told a woman her husband tried to rape me she did nothing,0,train
lmfao shut the fuck up with your brentwood academy havin ass y all have one of the worst qbs in the league as far as td int ratio go but you hate on every other quarterback sit your pussy ass down and get swept by the titans again,1,train
let is find this entitled little skank and make her life hell for as long as it takes to teach her a lesson portland oregon someone knows her,1,train
@anncoulter has it been a year already are you looking forward to giving up your most hysterical woman tweeting about seat swap on a flight title,1,train
what have how many followers i have anything to do with this you dumb beach just be quiet and stay in the kitchen i obly use twitter for news,0,train
oh please stfu no one cares susan you told everyone hillary was worse than trump you no longer get to tell us anything,1,train
same culture gave us terrorist same culture assassinated hindu rape hindu woman like ba,0,train
@realdonaldtrump you are hysterical promoting your own book since you are y,0,train
i am done with twitter all i did was express my views i kept saying things like i might be wrong that is how i feel throught my thread bc this is exactly what i feared you all ganging up attacking me now i am a solostan racist idiot bitch skank more,0,train
psayoure a slut but you do nt fuck mebecause you sound like a cry baby bitch shut the fuck up already,1,train
revenge on kieran why because he has found real love with some one else possessions can be replaced showing your true colours at last what you have put yzerour exes through your children through your poor mum std alert get checked guys,0,train
@anncoulter to take over your reign of the most hysterical woman on a delta airlines flight,1,train
@anncoulter ann ever think you might be a bit hysterical yourself you lost your ability to reason long ago not sure when you had the heartectomy one thing for sure you do not belong in the human race damn,1,train
do not tell me how you got a bitch drunk an then you took her to the crib to bust her sounds like rape to me,0,train
some gold digging skank has stupid opinions,1,train
unless cow tipping is classed as physical assault you should shut your fucking whore mouth i hope you never show your face outside of whatever hole you went to hide in because frankly i would love to drop kick you off a fucking balcony xoxoxo,1,train
you fucking cunt you do nt take reporting seriously you fucking and disgusting bitch you are a disgrace for women you re a monster,1,train
women are offended by his porn rape essay stating a woman enjoys interc,0,train
it is hysterical that some as big as keeps filing pfas if i were the judge i would take one look at her and say bitch you good 😂,0,train
@anncoulter simply put,1,train
we were inside the train car when i started to cry you were crying too smiling and crying in a way that made me even more hysterical,0,train
rape and the sexual domination of women seems to be part and parcel of the muslim world just how big a piece of,0,train
i fucking hate this bitch naga on bbc breakfast stop interrupting people you ignorant cunt you are not the expert stfu,1,train
me too is about rape and sexual assault way to make it about yourself you cunt,0,train
get a hobby you pussy trump train,1,train
stfu bitch,1,train
we would not appear hysterical if you would stfu the first time we try to talk js,0,train
so far it is women and at least three rape accusations but sure go on and believe it was one woman looking for m,0,train
melissa you are hysterical 😂 i am giving you a happy dance for today 🙌 🏻 oneesixzxzedh,0,train
confessions of a mother fucking bitch i keep checking the cooker switches and front door like craig off corrienation street i ca nt stop eating i m going to a hole full of depression help me,0,train
it is her background and her identity changing her to be played by a poc serves nothing it a diversity quota it is insulting to me both as a poc and as an audience i do not need my race to serve as the show diversity a,0,train
go away obama you pussy,0,train
you won you actually take time to post you won fucking hysterical so bad,0,train
are your children safe living with a skank like you i certainly hope not,1,train
i would enjoy standing back to watch you suck cocks and swallow huge loads of cum while you are helpless as you suck each cock i will finger your pussy until you cum while you choke on cocks and cum when i do take you home you will be exhauste,1,train
fucking cunt whore slut pussy bitch fuck you,1,train
funny the hysterical kamala moves into the lead for most hysterical woman ann coulter,1,train
clay if this is sarcasm its really bad shut the fuck up if the hats were described as womens yo bitch ass would nt want one,0,train
did you make this it is hysterical xd really really accurate about that group the only thing mis,0,train
can not fall asleep someone come choke me till i pass out you can do whatever you want to my body after i am passed out cum slut slut horny wet pussy ass anal fuck fuck me naked nudes whore bitch naughty cum cum tribute jailbait blowjob girls sex submissive,0,train
look at miss sandwich maker trying to talk shit bitch you work for espn you instantly know nothing about hockey shut up,1,train
my grandmother was a maid those were the only gigs avaliable to dark skinned women in the very early zeros through her skil set she became a top home economics professional for chicago wealthy whites sent my pops to unv chicago aunt to northwestern stfu lil bitch,1,train
just choke on your salad sandwich already those men did not die during the gulf war and do you really think that it did not play on their conscience why they were fighting they still went anyway you are directing your crap at the,0,train
you re dumbass i give no fuck about you about your trashass wanna be texas state team like i said til the beat outlaws in the battle of texas eat my dick and shut the fuck up pussy,1,train
you must listen to my dad wrote a porno it will make your shifts hysterical,0,train
love the uniforms so classy when compared with hysterical women protesters,1,train
no doubt cory wins most hysterical women his eyes are popping out of his head foaming at the mouth,0,train
stfu susan oh yes please lets give trump credit i mean how else are you able to walk out on the street convince yourself that that this catastrophe of a president who you said was better that hrc is not ripping children away from parents seeking asylum holding children,1,train
yeah i can not wait till you all all shut the fuck up about it trumps a moron hillary is a cunt berney is a fuckin douche they are politicians no matter what one sides gon na bitch and think they hold the moral high ground but guess what we are all the same and most do not give a fuck,1,train
i am the funniest person i know the fuck you talking about speak for yourself girl,0,train
you would not know this @anncoulter but historically hysterical women are the ones with spines,1,train
lol men refer to rape allegations as witch hunts when the real witch hunts brutal violence meted out to women + racialized populations,0,train
package thief slips and breaks her leg instant justice via @youtube stupid fucking bitch deserved every bit of that cunt lolol,1,train
fuck up you pussy ass scammer,0,train
you can state what you want but do nt bitch when you are called out for perpetuating rape culture,0,train
stfu like we need your worthless cents of wisdom go crawl back under your rock,0,train
facts like bitch stfu sit in the corner hoe catch a fit in the corner facing the wall,1,train
guilty man did rape woman on darlington riverbank,0,train
coming from a hysterical woman,0,train
you guys really are hysterical 😂 and not educated nice try cult,0,train
fuck yeah you pussy boy,0,train
@anncoulter says a hysterical woman hustler con artist grifter,1,train
my voice will not be silent you nazi pigs will pay for my rape and the rape of all women ✊ 🏿 children prisoners ✊ 🏿 lgbtq 🌈 elderly,0,train
i m so sick of people treating me like shit then try to come back in my life after they changed fuck you fuck your growth cause idgaf skank bitch,0,train
of i wanna scream ppl that stupid cube is the shitty company cube is cancelled no edawn and hyuna went against rules ofc cube pissed bc they did not even listen to them what are you thinking sm jyp yg all of them will do same just shut the fuck up anymore,0,train
dan humphrey is an annoying skank bitch,1,train
too bad you have to be a skank in order to stay relevant,1,train
there is an emilia fridge magnet on sale of course it can stick to any metal thing we do not have to stay in the kitchen,0,train
happens to women everywhere not only rape but sexual abuse and pple still ask what she did to provo,0,train
i like adult women with big titties who are over the age of consent unlike trump and jeffrey epstein who rape,0,train
you ever just see a random woman on the street and want to choke slam her to the ground pour gasoline in her cunt and light her on fire,1,train
stay in the kitchen you whore,1,train
stfu pussy,1,train
point blank men do not have to pretend or sneak into places to rape women they can do it easily anywhere the idea that bathrooms protect anyone is a falsity it does not spend time actually doing things that do protect people like convicting rapists,0,train
that your sissy slut bitch whore mouth needs to be gagging,1,train
hysterical woman is the new nasty woman we will make a hat for that,1,train
hitem with your purse you pussy,0,train
more women accuse weinstein of rape,0,train
the media and the d party tried to destroy america with obama they r hysterical cuz they afraid you will find out just how terrible they r,0,train
nigga hatin on me you pussy boy do nt start it,0,train
oh good its that time of year when women bitch about men watching football why is this a thing why do nt you shut the fuck up and enjoy the game k bye,1,train
you have to be a real warped son of a bitch to believe you have the right to force women to go through a pregnancy against their will i can not fathom how this is an acceptable position all men shut the fuck up about abortion forever,0,train
and you do nt even represent women for anything so stop talking and stay in the kitchen and cook and eat,0,train
he called himself spartacus he is selfish grandstanding hysterical woman,0,train
you are a pussy stfu,1,train
oh my god hahaha yeh rardi how dare you have bare walls in the middle of decorating just do it the skank way and paper over the previous,0,train
stfu bitch you do not like me get outta here punk hoe you just bored,1,train
last wk you said some women allege rape assault after consensual sex they regret pls read metoo tweets 🙁,0,train
what i find amusing is the hysterical woman sitting next to,1,train
shut the fuck up you reatrd no one said shit about you being a jew or even hinted at it typical rightwing racist scumbag always the biggest pussy in the room go suck some russian cock,0,train
@anncoulter ann coulter winning most hysterical woman watching the kavanaugh hearings,1,train
